latitude,longitude,timestamp,magnitude,depth,population_density,infrastructure_score,damage
-19.14560635006042,53.372503468015935,2001-12-31,8.267424285758565,669.1090302879637,6025.258901252534,0.9595725876290657,11.227558154734634
-4.781581312496144,-117.94090964214016,2013-05-22,8.307673885947606,513.8760068616318,713.2298941281434,0.5921232363510185,6.273210662244046
63.818530776392464,134.06204280773335,2019-06-24,2.92415083884248,463.18531118405224,692.301257456317,0.8195179187100712,0.0
-28.799210509219414,40.72184606492695,2004-07-06,8.748972345979261,571.8703811759835,2103.8655449412404,0.8253015623427146,0.0
66.53694326619083,-123.40660191949647,2011-07-30,7.7178293906834785,89.30352824168506,2902.945156989146,0.06641042037273281,100.0
-74.13580242419553,166.44170069323445,2010-01-02,4.1790748379540945,601.5329738066262,7865.4365591004735,0.1708601993864648,43.45301103803923
49.823718697553545,6.611566800715423,2005-10-31,7.484063444050379,416.38289972125284,1593.9026574892112,0.3111206807596474,17.303058454147017
62.55857394985253,-153.7565573262042,2016-12-22,9.613346311948062,234.7303052212548,440.9221639753214,0.32069928504132283,12.803453168710849
-57.27282248927902,45.65984558942421,2012-03-29,4.589697180653488,571.0986790219832,3939.8750771305513,0.6587861176809129,19.380773376215224
-12.53762417300392,-88.84839347538832,2006-07-24,2.3842717895348366,561.7951740440368,4163.921701419204,0.6231329207526848,9.336048779178368
-60.210040560541984,109.3296426758289,2011-12-15,9.418165000501558,591.996007201709,4509.073381889542,0.49458977800981374,35.55132849284405
37.1887432189592,114.41594648382863,2004-02-15,6.037442885632565,80.8625300748875,8269.035440269685,0.21126373230876794,100.0
6.3625982510982055,172.42104810767825,2005-11-28,1.0526516248042528,678.5528714970433,980.0541487094172,0.3819834696903034,1.6915045175531453
24.358202407497785,0.6730311688213249,2007-12-26,5.726828158566894,671.7383076528118,7039.420824219621,0.5435939684651695,35.34847987409357
-54.632345947881994,-16.21552329801463,2019-04-01,5.005808894482987,250.22875185121907,3379.4557104529076,0.4679853661039419,32.463666386013436
-51.885744830564484,91.25121796073302,2011-06-03,8.555888940755633,46.125812748343755,3099.8013643546997,0.12729253309507838,100.0
-82.53048140821686,-132.31056371690644,2008-11-03,5.306951897635214,116.93896862814998,9325.4312608598,0.6495104935019238,100.0
-32.027843664768646,16.889584965524705,2009-11-12,2.5523243434428347,694.9815778112879,2484.6852441674205,0.07305177681066055,7.919214009702446
10.754039040061485,16.64913604710634,2016-07-27,6.756440638648885,394.10906022016417,6425.3183533936635,0.3781946830810803,62.147138609824125
64.4282845195192,-147.7896757882606,2004-07-24,5.425754525355801,249.63525917823642,2751.277573760921,0.7100293476752291,11.026544655660736
30.046940542562524,-29.525729217511127,2012-02-11,2.3304462826687242,201.74188569502718,5071.438826403852,0.02002353451970651,62.2987331844248
-11.628661788044738,127.18252748419269,2017-02-25,5.7362785794290785,179.8942147176633,7862.9289259627785,0.5699828190453161,98.60947008391278
81.56162059094481,128.21530391807772,2011-04-29,8.21535577889686,464.9069355381374,8817.225235162605,0.3345209741432973,100.0
39.464136103649736,-144.27444062891485,2014-06-22,0.28570917724010436,293.57148206378014,8386.972402950503,0.008831843422734464,7.646639391935453
77.42973651525901,-147.3404822107809,2008-02-17,6.308510386451117,675.7874895580281,5821.807361446398,0.19038327106097186,44.39577448521295
4.965835188989814,-85.42962827930329,2007-05-13,3.4958519578439207,478.690121451753,2488.1631533822215,0.9409461932706544,7.991338598543352
-43.397230537234876,134.91578251943764,2019-09-08,2.9267144575942416,554.4312137342729,6612.333832618658,0.5211489055050904,12.555741146115135
-80.49119645435005,-133.59506937354038,2006-05-15,3.9258775036111127,204.91908400821194,7099.05045779608,0.9972272046291317,7.30002486383254
40.695273267093086,79.19884894588063,2007-09-11,3.4202266424798164,55.43048637603809,106.91990113501416,0.5248167503647412,0.0
-68.16546035900386,-143.58037693928284,2006-11-21,8.322391067084416,341.4759861673167,4392.105109318746,0.5439364122902682,51.929843742579045
-35.50047691104591,44.329627349217134,2009-07-03,2.7479781076790055,220.2070825823591,8432.620428217642,0.3918430129328524,71.08965007073766
5.844763419101525,-51.81577231710787,2016-11-04,7.331530231065853,141.45821550554658,4895.875962430474,0.3100404187314143,100.0
11.594985800354578,104.00902666771213,2000-01-13,0.9405982022858872,666.8494915606029,3113.754421633211,0.2515455531329448,3.1053127180499605
18.10497545768449,-95.8714384228691,2013-09-28,9.513963724844155,310.7917500394212,8717.977710246627,0.3434206161306739,100.0
-60.07404053705389,50.112658580385556,2008-02-18,6.223166372485518,122.29601443414995,1558.806975298057,0.45985108090043214,42.857216440341304
-21.647267132103224,-95.15428755268142,2016-04-04,7.067185770445601,139.0554568767974,2064.452324162004,0.19199195023079008,92.72966783043525
21.094960881054007,76.91770192037535,2019-10-07,2.98039332094451,196.4968197252158,6873.723669361333,0.22487509180569587,76.5857682724344
84.56739563408127,134.52409244186958,2014-08-03,4.120965687081146,699.5213877327989,3524.3594152657497,0.27154476866843913,9.180368137281707
40.97360478594396,-134.35135231436638,2009-11-30,2.2377838627097626,187.60805036371812,7130.1683573377895,0.44925989193083915,46.98686765793082
76.06867627691241,131.97444789438129,2010-01-31,9.32536085802224,230.16126320491756,1577.0362125949189,0.6528133668142431,27.70950902312991
47.19817049655188,33.68709158914726,2009-07-05,4.881044471013777,461.529689588801,2522.6908960084593,0.8561461502862873,6.622820828813833
16.50905440063208,-134.24022328787137,2014-07-16,6.3044811565799,205.7729634872088,1566.4737836363352,0.2871318371871433,34.219323266892175
-55.435793555457984,-26.08493207050367,2008-07-19,7.342720305307155,151.06297574178535,9529.103135635096,0.18372834034143737,100.0
30.003417340652348,-122.09029434536475,2009-06-26,3.7110609109953896,111.04603065471909,4054.039608509241,0.378847464850555,73.36953594126133
